Todd Gurley*+,LAR,RB
Le'Veon Bell*+,PIT,RB
Kareem Hunt*,KAN,RB
Alvin Kamara*,NOR,RB
Melvin Gordon,LAC,RB
DeAndre Hopkins*+,HOU,WR
Antonio Brown*+,PIT,WR
Mark Ingram*,NOR,RB
Russell Wilson*,SEA,QB
LeSean McCoy*,BUF,RB
Rob Gronkowski*+,NWE,TE
Travis Kelce*,KAN,TE
Leonard Fournette,JAX,RB
Keenan Allen*,LAC,WR
Tyreek Hill*,KAN,WR
Marvin Jones,DET,WR
Julio Jones*,ATL,WR
Ezekiel Elliott,DAL,RB
Jordan Howard,CHI,RB
Carlos Hyde,SFO,RB
Zach Ertz*,PHI,TE
Brandin Cooks,NWE,WR
Cam Newton,CAR,QB
Dion Lewis,NWE,RB
Michael Thomas*,NOR,WR
Larry Fitzgerald*,ARI,WR
A.J. Green*,CIN,WR
Tom Brady*+,NWE,QB
Alex Smith*,KAN,QB
Adam Thielen*,MIN,WR
Davante Adams*,GNB,WR
Doug Baldwin*,SEA,WR
Devonta Freeman,ATL,RB
Jarvis Landry*,MIA,WR
Jimmy Graham*,SEA,TE
Lamar Miller,HOU,RB
JuJu Smith-Schuster,PIT,WR
Alshon Jeffery,PHI,WR
Evan Engram,NYG,TE
Carson Wentz*,PHI,QB
Robby Anderson,NYJ,WR
Stefon Diggs,MIN,WR
Kirk Cousins,WAS,QB
Christian McCaffrey,CAR,RB
Golden Tate,DET,WR
Mike Evans,TAM,WR
Devin Funchess,CAR,WR
Alex Collins,BAL,RB
C.J. Anderson,DEN,RB
Kyle Rudolph*,MIN,TE
Delanie Walker*,TEN,TE
Matthew Stafford,DET,QB
Frank Gore,IND,RB
Marshawn Lynch,OAK,RB
Latavius Murray,MIN,RB
Philip Rivers*,LAC,QB
Duke Johnson,CLE,RB
Nelson Agholor,PHI,WR
Tevin Coleman,ATL,RB
Cameron Brate,TAM,TE
Demaryius Thomas,DEN,WR
T.Y. Hilton*,IND,WR
Drew Brees*,NOR,QB
Jack Doyle*,IND,TE
Dez Bryant,DAL,WR
Kenny Stills,MIA,WR
Ben Roethlisberger*,PIT,QB
Dak Prescott,DAL,QB
DeMarco Murray,TEN,RB
Cooper Kupp,LAR,WR
Michael Crabtree,OAK,WR
Jason Witten*,DAL,TE
Marquise Goodwin,SFO,WR
Tyler Kroft,CIN,TE
Jermaine Kearse,NYJ,WR
Jared Goff*,LAR,QB
Hunter Henry,LAC,TE
Alex Armah,CAR,0
Blake Bortles,JAX,QB
Case Keenum,MIN,QB
Matt Ryan,ATL,QB
Tyrod Taylor,BUF,QB
Andy Dalton,CIN,QB
Marcus Mariota,TEN,QB
Jacoby Brissett,IND,QB
Derek Carr*,OAK,QB
Josh McCown,NYJ,QB
Jameis Winston,TAM,QB
Eli Manning,NYG,QB
Joe Flacco,BAL,QB
DeShone Kizer,CLE,QB
Deshaun Watson,HOU,QB
Jay Cutler,MIA,QB
Mitchell Trubisky,CHI,QB
Aaron Rodgers,GNB,QB
Jerick McKinnon,MIN,RB
Trevor Siemian,DEN,QB
Derrick Henry,TEN,RB
Brett Hundley,GNB,QB
Bilal Powell,NYJ,RB
Javorius Allen,BAL,RB
Orleans Darkwa,NYG,RB
Jamaal Williams,GNB,RB
Isaiah Crowell,CLE,RB
Chris Thompson,WAS,RB
Jay Ajayi,2TM,RB
Joe Mixon,CIN,RB
Amari Cooper,OAK,WR
Kenyan Drake,MIA,RB
Giovani Bernard,CIN,RB
Jonathan Stewart,CAR,RB
Ted Ginn,NOR,WR
Mohamed Sanu,ATL,WR
Sammy Watkins,LAR,WR
Robert Woods,LAR,WR
Paul Richardson,SEA,WR
Rishard Matthews,TEN,WR
Carson Palmer,ARI,QB
Theo Riddick,DET,RB
LeGarrette Blount,PHI,RB
Rex Burkhead,NWE,RB
Ameer Abdullah,DET,RB
Mike Wallace,BAL,WR
Tarik Cohen,CHI,RB
Travis Benjamin,LAC,WR
Tyrell Williams,LAC,WR
Jamison Crowder,WAS,WR
Randall Cobb,GNB,WR
Marqise Lee,JAX,WR
Keelan Cole,JAX,WR
C.J. Beathard,SFO,QB
DeSean Jackson,TAM,WR
Kelvin Benjamin,2TM,WR
Jimmy Garoppolo,SFO,QB
Samaje Perine,WAS,RB
Sterling Shepard,NYG,WR
Josh Doctson,WAS,WR
Will Fuller,HOU,WR
Jordy Nelson,GNB,WR
Matt Breida,SFO,RB
Martavis Bryant,PIT,WR
Matt Forte,NYJ,RB
Corey Clement,PHI,RB
Marlon Mack,IND,RB
Ryan Grant,WAS,WR
Austin Ekeler,LAC,RB
Jared Cook,OAK,TE
Vernon Davis,WAS,TE
Eric Ebron,DET,TE
Tyler Lockett,SEA,WR
Danny Amendola,NWE,WR
James White,NWE,RB
Chris Hogan,NWE,WR
Ben Watson,BAL,TE
O.J. Howard,TAM,TE
Ryan Fitzpatrick,TAM,QB
Albert Wilson,KAN,WR
Brandon LaFell,CIN,WR
DeVante Parker,MIA,WR
Rod Smith,DAL,RB
Jaron Brown,ARI,WR
Wayne Gallman,NYG,RB
Austin Hooper,ATL,TE
Aaron Jones,GNB,RB
Peyton Barber,TAM,RB
Ty Montgomery,GNB,WR
Charles Clay,BUF,TE
Mike Gillislee,NWE,RB
Adam Humphries,TAM,WR
Brock Osweiler,DEN,QB
Adrian Peterson,2TM,RB
Emmanuel Sanders,DEN,WR
Kenny Golladay,DET,WR
Doug Martin,TAM,RB
Deonte Thompson,2TM,WR
Kendall Wright,CHI,WR
Alfred Morris,DAL,RB
JJ Nelson,ARI,WR
Brian Hoyer,2TM,QB
Chris Ivory,JAX,RB
George Kittle,SFO,TE
Marcedes Lewis,JAX,TE
J.D. McKissic,SEA,RB
David Njoku,CLE,TE
Eric Decker,TEN,WR
Blaine Gabbert,ARI,QB
Jeremy Maclin,BAL,WR
Devontae Booker,DEN,RB
Allen Hurns,JAX,WR
Chris Godwin,TAM,WR
Elijah McGuire,NYJ,RB
Jalen Richard,OAK,RB
Garrett Celek,SFO,TE
Kerwynn Williams,ARI,RB
Terrance Williams,DAL,WR
T.J. Yeldon,JAX,RB
Trey Burton,PHI,TE
Julius Thomas,MIA,TE
Cole Beasley,DAL,WR
Jesse James,PIT,TE
Cordarrelle Patterson,OAK,WR
Torrey Smith,PHI,WR
Dalvin Cook,MIN,RB
Roger Lewis,NYG,WR
Bennie Fowler,DEN,WR
Trent Taylor,SFO,WR
Austin Seferian-Jenkins,NYJ,TE
D'Onta Foreman,HOU,RB
Donte Moncrief,IND,WR
Tom Savage,HOU,QB
DeAndre Washington,OAK,RB
Brice Butler,DAL,WR
Brandon Coleman,NOR,WR
Ed Dickson,CAR,TE
Pierre Garcon,SFO,WR
Antonio Gates,LAC,TE
Drew Stanton,ARI,QB
Odell Beckham,NYG,WR
John Brown,ARI,WR
Taylor Gabriel,ATL,WR
Andre Ellington,2TM,RB
T.J. Jones,DET,WR
Seth Roberts,OAK,WR
Bruce Ellington,HOU,WR
Charcandrick West,KAN,RB
Jamaal Charles,DEN,RB
Josh Bellamy,CHI,WR
Seth Devalve,CLE,TE
Jermaine Gresham,ARI,TE
Zay Jones,BUF,WR
Corey Coleman,CLE,WR
Cody Latimer,DEN,WR
Coby Fleener,NOR,TE
Rashard Higgins,CLE,WR
Tavarres King,NYG,WR
Chris Moore,BAL,WR
Nick O'Leary,BUF,TE
Matt Moore,MIA,QB
Stephen Anderson,HOU,TE
Josh Gordon,CLE,WR
Justin Hardy,ATL,WR
Dontrelle Inman,2TM,WR
Shane Vereen,NYG,RB
Dede Westbrook,JAX,WR
Damien Williams,MIA,RB
Corey Grant,JAX,RB
Robert Kelley,WAS,RB
Luke Willson,SEA,TE
Alfred Blue,HOU,RB
Kenny Britt,2TM,WR
Aldrick Robinson,SFO,WR
Jacquizz Rodgers,TAM,RB
Ricky Seals-Jones,ARI,TE
Charles Sims,TAM,RB
Benny Cunningham,CHI,RB
Mike Davis,SEA,RB
Kyle Juszczyk*,SFO,RB
Mike Tolbert,BUF,RB
Malcolm Brown,LAR,RB
Corey Davis,TEN,WR
Rhett Ellison,NYG,TE
Gerald Everett,LAR,TE
Darren Fells,DET,TE
Tyler Higbee,LAR,TE
Johnny Holton,OAK,WR
Ricardo Louis,CLE,WR
Zach Miller,CHI,TE
Tyler Boyd,CIN,WR
Chester Rogers,IND,WR
Michael Campanaro,BAL,WR
A.J. Derby,2TM,TE
Nick Foles,PHI,QB
Mike Glennon,CHI,QB
Kevin Hogan,CLE,QB
Wendell Smallwood,PHI,RB
T.J. Yates,HOU,QB
Chris Carson,SEA,RB
Jordan Reed,WAS,TE
Taywan Taylor,TEN,WR
Jakeem Grant,MIA,WR
Jordan Matthews,BUF,WR
Jarius Wright,MIN,WR
Adam Shaheen,CHI,TE
Tavon Austin,LAR,WR
Damiere Byrd,CAR,WR
Tion Green,DET,RB
Andre Holmes,BUF,WR
Terrelle Pryor,WAS,WR
Martellus Bennett,2TM,TE
Mack Hollins,PHI,WR
Demetrius Harris,KAN,TE
Elijhaa Penny,ARI,RB
Russell Shepard,CAR,WR
Jonnu Smith,TEN,TE
Kapri Bibbs,WAS,RB
Sam Bradford,MIN,QB
De'Anthony Thomas,KAN,WR
Kendrick Bourne,SFO,WR
Jeff Heuerman,DEN,TE
Lance Kendricks,GNB,TE
Terrance West,BAL,RB
Danny Woodhead,BAL,RB
Virgil Green,DEN,TE
Vance McDonald,PIT,TE
Greg Olsen,CAR,TE
Bryce Petty,NYJ,QB
Alex Erickson,CIN,WR
Ryan Griffin,HOU,TE
Jeremy Kerley,NYJ,WR
Dion Sims,CHI,TE
Geronimo Allison,GNB,WR
Tommy Bohanon,JAX,RB
Eddie Lacy,SEA,RB
Thomas Rawls,SEA,RB
Nick Boyle,BAL,TE
Travaris Cadet,2TM,RB
Jaydon Mickens,JAX,WR
Braxton Miller,HOU,WR
Richard Rodgers,GNB,TE
James O'Shaughnessy,JAX,TE
Demarcus Robinson,KAN,WR
Phillip Dorsett,NWE,WR
Laquon Treadwell,MIN,WR
Brent Celek,PHI,TE
David Fales,MIA,QB
Troy Niklas,ARI,TE
Eli Rogers,PIT,WR
Chris Conley,KAN,WR
Louis Murphy,SFO,WR
Curtis Samuel,CAR,WR
Levine Toilolo,ATL,TE
Eric Tomlinson,NYJ,TE
Nick Vannett,SEA,TE
Kenjon Barner,PHI,RB
Anthony Fasano,MIA,TE
Tommylee Lewis,NOR,WR
Stevan Ridley,PIT,RB
Robert Turbin,IND,RB
Cameron Artis-Payne,CAR,RB
Chris Johnson,ARI,RB
David Morgan,MIN,TE
Josh Reynolds,LAR,WR
Dwayne Allen,NWE,TE
Kaelin Clay,2TM,WR
D.J. Foster,ARI,RB
James Hanna,DAL,TE
Paxton Lynch,DEN,QB
Brandon Marshall,NYG,WR
Anthony Sherman,KAN,RB
C.J. Uzomah,CIN,TE
James Conner,PIT,RB
C.J. Ham,MIN,RB
Darrius Heyward-Bey,PIT,WR
Josh Hill,NOR,TE
EJ Manuel,OAK,QB
Tre McBride,CHI,WR
Jamize Olawale,OAK,RB
Paul Perkins,NYG,RB
Brandon Tate,BUF,WR
Jordan Taylor,DEN,WR
Kamar Aiken,IND,WR
Brenton Bersin,CAR,WR
Daniel Brown,CHI,TE
Pharoh Cooper*+,LAR,WR
C.J. Fiedorowicz,HOU,TE
Jeremy Hill,CIN,RB
Josh Malone,CIN,WR
Roosevelt Nix*,PIT,RB
Logan Thomas,BUF,TE
Fozzy Whittaker,CAR,RB
Maxx Williams,BAL,TE
Marvin Hall,ATL,WR
Maurice Harris,WAS,WR
Terron Ward,ATL,RB
Brandon Williams,IND,TE
Lance Dunbar,LAR,RB
Trey Edmunds,NOR,RB
De'Angelo Henderson,DEN,RB
Michael Hoomanawanui,NOR,TE
Andy Janovich,DEN,RB
Branden Oliver,LAC,RB
C.J. Prosise,SEA,RB
Hunter Sharp,2TM,WR
Darren Sproles,PHI,RB
ArDarius Stewart,NYJ,WR
Zach Line,NOR,RB
Patrick Mahomes,KAN,QB
Ryan Mallett,BAL,QB
Freddie Martino,TAM,WR
Niles Paul,WAS,TE
Nathan Peterman,BUF,QB
Travis Rudolph,NYG,WR
Geno Smith,NYG,QB
Jaelen Strong,2TM,WR
Phillip Supernaw,TEN,TE
Austin Traylor,DEN,TE
Mike Williams,LAC,WR
Jerell Adams,NYG,TE
Xavier Grimble,PIT,TE
Chad Hansen,NYJ,WR
Landry Jones,PIT,QB
Luke Stocker,2TM,TE
Ryan Switzer,DAL,WR
Mike Thomas,LAR,WR
Jesus Wilson,TAM,WR
Zach Zenner,DET,RB
Trevor Davis,GNB,WR
Michael Floyd,MIN,WR
Justin Hunter,PIT,WR
Breshad Perriman,BAL,WR
Brian Quick,WAS,WR
Bobby Rainey,BAL,RB
Lee Smith,OAK,TE
Neal Sterling,NYJ,TE
Nate Sudfeld,PHI,QB
Chris Thompson,HOU,WR
Ross Travis,2TM,TE
Clive Walford,OAK,TE
Kasen Williams,CLE,WR
Brandon Bolden,NWE,RB
Derek Carrier,LAR,TE
Leonte Carroo,MIA,WR
Sammie Coates,CLE,WR
Amara Darboh,SEA,WR
Brittan Golden,ARI,WR
Brian Hill,2TM,RB
David Johnson,ARI,RB
Tre Madden,SEA,RB
Byron Marshall,WAS,RB
Tanner McEvoy,SEA,WR
Willie Snead,NOR,WR
Jeremy Sprinkle,WAS,TE
Bryce Treggs,CLE,WR
Alan Cross,TAM,TE
Jalston Fowler,TEN,RB
Ben Koyack,JAX,TE
Vince Mayle,BAL,TE
Dwayne Washington,DET,RB
Derek Watt,LAC,RB
Chad Williams,ARI,WR
Orson Charles,KAN,TE
Tyler Eifert,CIN,TE
Tyler Ervin,HOU,RB
Jacob Hollister,NWE,TE
Akeem Hunt,KAN,RB
Sean Mannion,LAR,QB
Sean McGrath,LAC,TE
Ifeanyi Momah,ARI,TE
Marcus Murphy,BUF,RB
Aaron Ripkowski,GNB,RB
Michael Roberts,DET,TE
Joe Webb,BUF,QB
Markus Wheaton,CHI,WR
Jared Abbrederis,DET,WR
Blake Bell,MIN,TE
Quan Bray,IND,WR
Mack Brown,2TM,RB
Michael Clark,GNB,WR
Matthew Dayes,CLE,RB
James Develin*,NWE,RB
Tanner Gentry,CHI,WR
Bernard Reedy,2TM,WR
Randall Telfer,CLE,TE
Lawrence Thomas,NYJ,RB
Will Tye,NYJ,TE
Antony Auclair,TAM,TE
Noah Brown,DAL,WR
Emanuel Byrd,GNB,TE
Derrick Coleman,ATL,RB
Darrell Daniels,IND,TE
Patrick DiMarco,BUF,RB
Marcus Johnson,PHI,WR
Cody Kessler,CLE,QB
Jordan Leslie,CLE,WR
Chris Matthews,BAL,WR
A.J. McCarron,CIN,QB
Jojo Natson,NYJ,WR
Senorise Perry,MIA,RB
Jay Prosch,HOU,RB
De'Veon Smith,MIA,RB
Keith Smith,DAL,RB
Geoff Swaim,DAL,TE
Fitzgerald Toussaint,PIT,RB
Andre Williams,LAC,RB
Nick Williams,ATL,WR
Michael Burton,CHI,RB
Matt Cassel,TEN,QB
Jehu Chesson,KAN,WR
Josh Ferguson,IND,RB
David Fluellen,TEN,RB
MarQueis Gray,MIA,TE
Ryan Hewitt,CIN,RB
Cole Hikutini,SFO,TE
Chris Manhertz,CAR,TE
Allen Robinson,JAX,WR
Dan Vitale,CLE,RB
Griff Whalen,BAL,WR
DeAndrew White,HOU,WR
Arrelious Benn,JAX,WR
LeShun Daniels,WAS,RB
Harry Douglas,TEN,WR
Shelton Gibson,PHI,WR
Cobi Hamilton,HOU,WR
Taylor Heinicke,HOU,QB
Jeff Janis,GNB,WR
Matt Jones,IND,RB
Taiwan Jones,BUF,RB
Raheem Mostert,SFO,RB
Larry Pinkard,JAX,WR
Darius Powe,NYG,WR
Cooper Rush,DAL,QB
Scott Tolzien,IND,QB
Terrell Watson,PIT,RB
Eric Weems,TEN,WR
Kevin White,CHI,WR
